300	266
9	9	9
15	15	15
9	9	7
11	11	9
9	9	7
5	5	5
4	4	4
3	3	3
3	3	3
5	5	5
6	6	6
13	13	13
21	21	21
30	32	31
35	37	36
27	29	28
21	23	22
16	16	16
9	9	9
5	5	5
4	4	4
6	6	6
5	5	5
16	16	16
15	16	11
12	13	8
14	14	12
17	18	13
28	27	23
39	38	34
43	42	38
44	43	39
47	46	42
44	43	39
42	43	38
45	44	39
46	45	40
47	46	41
45	44	39
45	46	41
44	45	40
43	44	39
42	43	38
38	39	34
35	36	30
36	35	31
35	36	31
26	26	24
10	10	10
6	6	6
5	5	5
8	8	8
6	6	6
5	5	5
4	4	4
9	9	9
12	12	12
7	7	7
4	4	4
5	5	5
3	3	5
5	5	5
13	13	13
36	34	19
26	22	13
41	37	12
85	74	12
39	38	10
12	13	7
31	31	21
34	31	22
33	30	25
26	38	26
19	50	35
13	56	39
14	58	41
19	62	43
31	68	50
52	71	52
68	71	52
80	78	55
84	69	48
93	70	52
128	113	90
134	113	92
136	118	96
119	101	77
109	88	61
118	98	71
130	108	85
133	107	80
108	86	62
95	70	48
114	90	66
137	115	92
128	110	90
130	112	92
125	104	83
116	91	69
116	94	70
133	113	88
126	106	82
106	79	60
89	60	42
136	110	87
156	137	107
130	110	85
115	97	75
94	69	49
108	71	52
146	119	92
165	144	115
154	128	105
156	128	107
153	126	105
145	121	95
128	101	72
120	95	65
104	80	54
89	61	40
80	51	37
88	60	39
102	75	48
109	79	53
120	90	66
133	101	78
118	86	61
120	86	61
124	90	63
146	111	89
160	132	110
134	107	86
85	54	36
68	42	27
84	67	51
81	58	42
110	81	67
123	102	83
108	80	66
100	69	49
110	78	55
140	112	91
132	111	94
111	79	68
124	98	81
124	97	76
125	98	81
120	89	69
112	76	54
126	88	65
148	122	97
109	94	71
66	50	37
47	34	28
36	29	21
46	36	27
46	37	28
52	37	30
64	40	28
89	61	40
119	88	67
125	98	77
101	77	51
72	49	31
70	42	28
82	54	40
73	46	29
88	47	29
107	60	40
114	78	54
110	65	42
133	80	62
167	129	106
178	149	119
161	135	102
144	107	81
144	108	82
149	120	90
127	92	64
107	73	48
106	71	49
109	72	53
128	93	71
129	99	75
113	85	61
118	92	67
123	99	75
122	95	76
129	106	90
135	118	102
136	118	104
138	121	105
143	125	105
135	112	96
143	127	111
121	108	92
97	80	64
91	75	60
74	58	45
74	56	42
70	52	40
84	65	50
113	92	71
126	102	78
118	97	76
118	107	87
113	96	76
123	104	87
128	120	101
100	84	71
68	50	40
73	54	39
87	71	55
87	74	57
82	67	48
68	52	39
53	39	30
64	48	32
75	60	41
77	66	44
55	65	40
43	62	34
57	82	40
68	105	54
144	144	46
229	195	46
239	202	36
239	200	35
239	200	43
231	186	23
208	162	4
211	168	4
213	168	7
216	177	22
210	175	31
137	102	20
75	48	18
45	30	11
46	31	12
47	32	11
36	27	10
36	27	10
38	26	14
35	26	11
33	28	9
34	29	10
33	27	11
27	25	12
20	22	11
17	20	13
15	17	12
14	15	10
16	15	11
13	14	9
10	10	8
13	13	11
13	13	13
10	10	10
8	8	6
7	7	7
8	8	10
11	11	9
17	16	12
15	14	10
5	4	2
5	5	5
4	6	5
2	2	2
3	3	3
3	5	4
6	4	5
6	4	5
10	10	8
44	47	40
76	78	73
88	89	84
76	75	73
79	75	74
86	82	79
85	85	83
87	87	87
87	85	88
86	85	83
88	88	86
87	87	85
85	85	85
88	88	88
90	92	91
86	86	86
85	83	84
81	81	79
83	83	81
86	85	83
96	95	93
20	20	20
4	4	4
2	2	2
6	6	6
6	6	6
8	8	8
14	14	14
10	10	10
13	13	11
22	22	20
15	17	14
9	9	7
7	7	7
6	6	6
3	3	3
4	4	4
4	6	5
10	12	11
20	22	21
32	34	33
33	37	36
23	27	26
19	21	20
15	17	16
4	4	4
3	3	3
7	7	7
5	5	5
9	9	9
23	23	21
17	18	13
10	11	5
15	15	13
24	24	22
35	34	30
44	43	39
46	45	41
45	44	40
46	47	42
45	46	41
44	41	36
46	43	38
46	43	38
45	44	39
45	44	39
46	45	41
45	44	40
44	43	39
41	42	37
36	37	32
35	36	30
35	34	30
36	35	31
34	35	30
28	28	26
14	12	13
6	6	6
6	6	6
7	7	7
6	6	6
8	8	8
12	12	12
6	6	6
3	3	3
6	4	5
2	2	0
3	3	5
3	3	5
10	9	5
58	59	28
43	39	10
62	59	16
50	48	7
37	36	16
40	42	28
53	54	40
56	57	49
61	64	53
50	58	45
31	51	39
18	52	38
16	60	43
26	69	50
41	70	52
63	70	54
79	74	55
80	73	54
82	59	43
105	82	66
133	125	104
133	120	101
127	116	94
111	97	71
113	98	69
125	108	78
138	121	91
126	110	77
110	89	62
103	83	59
118	103	80
126	108	88
139	118	99
140	122	100
122	104	80
129	101	77
129	107	84
137	121	98
125	105	81
115	93	69
97	72	50
140	116	92
146	129	99
126	109	81
111	93	71
90	63	44
121	86	67
162	138	112
161	137	111
162	136	113
159	131	107
159	135	111
141	115	90
132	105	76
123	99	71
108	80	56
92	64	42
83	56	39
100	67	50
114	80	55
115	81	56
129	94	74
132	97	75
126	90	66
131	95	69
133	97	71
154	119	97
167	139	117
147	116	95
101	68	49
74	45	29
77	60	44
85	63	49
120	97	81
130	113	93
120	93	72
113	77	51
117	83	55
131	103	81
112	86	73
120	86	76
125	96	80
124	93	75
130	95	76
125	90	71
136	100	78
158	126	101
143	126	98
94	75	58
66	46	37
41	33	22
43	33	24
52	39	31
53	40	32
65	45	36
89	60	46
124	94	70
130	103	74
114	89	59
84	56	34
80	42	29
86	53	38
82	51	31
94	51	34
120	67	51
141	96	75
135	105	77
130	88	64
166	128	105
169	142	115
161	130	101
160	116	91
163	118	97
168	136	113
140	108	85
120	86	59
126	95	67
114	78	52
125	91	66
140	112	88
136	108	84
116	84	61
121	89	68
126	104	80
123	100	82
126	107	90
135	120	101
135	122	106
140	124	109
137	118	101
134	108	91
137	124	105
125	112	96
115	93	79
97	75	62
76	60	47
71	55	42
66	48	36
82	60	46
116	94	71
125	99	74
122	101	80
129	117	95
119	101	81
120	101	84
127	116	96
96	83	66
64	47	37
62	46	33
76	63	47
88	75	56
87	72	49
78	62	47
56	39	29
60	44	29
76	60	34
90	74	41
81	73	37
60	66	32
48	82	45
58	100	60
132	126	30
227	185	21
234	194	18
232	191	13
230	188	18
223	178	14
207	163	2
212	171	1
210	165	4
210	167	10
206	170	14
142	110	11
74	49	8
44	30	4
39	28	10
38	26	12
34	26	13
34	25	10
30	27	12
29	26	11
30	27	12
27	28	12
23	25	11
21	21	11
16	17	11
11	13	10
12	12	10
12	11	9
12	11	9
11	11	9
10	12	11
12	12	12
11	11	11
9	11	10
8	10	7
8	8	8
9	9	9
16	17	12
42	39	34
72	64	62
38	29	30
4	2	3
4	2	3
4	2	3
3	3	3
3	5	4
5	5	5
6	4	5
5	4	2
39	38	34
75	74	69
88	84	83
87	85	86
88	90	89
84	84	82
82	84	81
83	87	86
85	87	86
80	82	81
85	87	86
87	87	87
85	85	85
89	87	88
89	87	88
84	82	83
87	83	82
86	82	79
84	83	81
84	84	84
93	93	93
19	19	19
4	4	4
4	4	4
11	11	11
11	11	11
6	6	6
6	6	6
14	14	14
28	28	26
32	34	31
31	33	30
19	21	18
6	8	7
3	3	3
4	4	4
4	4	4
4	4	4
10	12	11
21	23	22
32	34	33
30	34	33
23	25	24
19	21	20
14	14	14
5	5	5
3	3	3
5	5	5
6	6	6
12	12	12
19	19	17
19	20	15
12	13	8
18	19	14
31	30	26
40	39	35
45	44	40
45	44	40
45	44	40
46	47	42
45	46	41
44	45	39
44	45	39
44	45	39
42	43	37
43	44	38
45	46	41
45	46	41
43	44	39
39	40	35
36	37	31
34	35	29
36	35	31
36	35	31
33	34	29
36	37	32
28	27	25
9	9	7
5	5	5
9	9	9
6	6	6
12	12	12
8	8	8
10	10	10
5	5	5
3	3	3
4	4	2
4	4	6
3	3	5
8	8	8
45	47	26
44	44	20
56	56	30
40	42	37
52	53	48
41	47	37
28	30	25
20	22	21
15	22	15
19	26	19
17	23	21
12	29	21
23	53	41
31	65	48
50	69	50
71	72	54
80	72	53
83	66	48
84	58	43
122	99	85
131	118	102
140	129	111
121	108	89
102	87	64
115	99	74
130	110	83
142	121	92
125	104	75
106	92	66
110	94	71
111	89	66
137	112	92
152	132	108
141	125	99
131	111	86
130	102	81
136	109	92
138	116	95
128	107	80
127	106	79
105	78	57
131	98	81
140	116	92
128	104	78
112	94	72
93	61	46
134	101	84
161	141	116
155	129	106
153	122	101
156	132	106
156	131	109
143	115	93
135	108	81
128	102	75
114	84	58
93	63	39
87	60	41
114	79	59
127	91	65
126	90	64
135	100	80
135	99	77
134	98	72
134	98	72
142	106	80
164	126	107
174	146	125
159	129	105
115	84	63
76	47	31
73	51	37
86	63	49
119	96	80
134	116	96
122	96	73
121	90	61
121	87	59
112	77	58
110	76	64
123	97	80
128	90	71
129	84	65
146	101	82
155	117	96
163	133	109
164	140	114
131	111	87
90	67	51
69	49	38
47	35	23
49	41	30
53	43	33
64	46	34
84	52	41
124	89	70
143	117	90
128	101	72
102	68	41
85	52	35
88	53	34
87	48	31
102	55	37
143	92	73
168	133	114
164	137	116
140	103	77
155	110	87
157	121	95
164	116	94
176	132	107
189	154	126
185	155	129
157	126	105
135	94	76
154	122	99
134	100	73
124	89	61
141	112	82
150	129	100
139	113	88
119	84	64
122	89	70
127	102	80
120	97	79
120	97	79
136	117	100
139	123	110
139	122	112
138	116	102
141	119	98
141	122	105
137	121	105
117	98	83
100	78	65
80	60	49
73	55	43
67	51	38
80	63	47
118	98	74
131	111	86
129	111	89
144	129	110
129	110	93
123	104	87
130	117	98
99	83	67
67	49	37
63	45	33
69	51	37
83	68	49
83	73	48
79	71	50
57	45	29
56	43	27
72	51	32
90	66	38
95	75	40
82	77	39
57	93	55
60	110	72
127	124	31
214	175	12
227	187	12
226	185	9
224	183	7
215	172	5
208	163	0
216	173	9
205	161	4
206	162	5
200	160	11
147	113	5
75	47	7
42	25	9
39	27	11
41	27	14
40	28	12
39	28	10
35	28	10
33	28	9
32	29	12
28	26	13
22	22	12
15	18	11
13	13	11
13	9	10
9	9	7
11	10	8
8	8	8
9	11	10
10	12	11
11	11	11
12	12	12
9	11	10
8	10	9
8	10	9
10	10	8
41	38	33
76	71	67
91	83	81
80	74	74
34	30	31
3	5	4
4	4	4
4	4	4
4	4	4
5	5	5
5	5	5
3	3	3
30	31	26
71	71	63
89	88	86
84	82	83
86	86	84
89	88	86
88	87	85
86	84	85
84	82	83
82	82	82
87	87	87
90	88	89
93	89	88
93	89	90
84	84	84
82	82	80
84	84	82
85	83	86
89	85	86
85	85	83
94	93	91
18	18	18
5	5	5
11	11	11
12	12	12
6	6	6
5	5	5
6	6	6
14	14	14
17	17	15
20	22	19
23	28	24
15	20	16
12	14	11
5	5	5
3	3	3
4	4	4
4	4	4
7	7	7
20	20	20
32	34	33
31	33	32
21	23	22
19	19	19
11	11	11
3	3	5
4	4	6
5	5	7
5	5	7
6	6	6
9	9	9
16	16	14
10	10	8
17	18	13
30	29	25
43	42	38
46	45	41
44	43	39
47	46	42
46	47	42
45	46	41
46	45	40
45	46	40
46	47	41
43	44	38
42	43	37
43	44	39
44	45	40
43	44	39
40	41	36
34	35	29
33	34	28
36	35	31
35	34	30
34	35	29
35	36	30
32	33	28
15	15	13
5	5	5
8	8	8
9	9	9
7	7	7
15	15	15
20	20	20
6	6	6
4	4	6
3	3	3
3	3	3
3	3	1
9	9	9
25	25	23
39	43	29
39	42	33
25	30	24
16	23	16
11	13	12
12	10	11
15	13	14
14	14	14
16	21	17
10	10	10
16	16	14
34	44	36
42	58	45
61	68	50
70	74	51
74	69	47
82	61	42
94	73	56
126	110	94
124	112	96
130	117	101
108	87	70
108	90	70
118	100	78
127	113	87
135	115	88
116	96	71
100	87	70
94	68	53
117	86	66
152	127	105
158	138	114
144	124	100
135	118	92
130	108	87
140	117	99
140	118	97
134	112	88
139	118	97
114	88	75
118	86	71
138	119	89
130	104	81
111	89	68
96	63	48
141	114	95
150	126	102
147	115	92
152	120	99
156	128	107
160	133	114
147	118	100
139	109	85
135	108	79
116	89	60
97	67	43
94	63	43
126	92	65
135	104	75
134	103	75
146	114	91
142	110	85
136	105	77
143	109	81
150	113	87
179	136	119
181	154	133
171	141	117
127	99	75
84	55	37
74	48	35
90	60	49
124	98	81
129	107	84
127	95	70
129	102	72
115	85	59
106	69	53
121	89	74
131	99	78
138	90	70
169	122	104
188	151	132
179	143	121
177	142	120
162	140	119
113	94	77
87	64	50
67	49	37
51	36	29
56	42	31
68	50	38
80	54	39
103	71	50
145	115	89
141	117	89
115	83	60
95	57	38
93	58	38
93	56	30
106	58	35
140	93	73
180	151	133
178	153	133
151	113	92
158	110	90
170	131	100
176	137	108
183	141	116
204	168	142
204	177	150
169	139	115
137	99	78
159	118	96
162	136	109
131	100	72
140	109	80
159	132	103
156	130	105
140	109	88
122	90	69
125	94	73
131	109	86
124	105	88
112	90	77
125	98	89
134	115	108
128	115	106
135	121	108
142	124	110
142	125	107
135	122	105
125	106	91
107	83	71
83	65	53
74	58	45
65	49	36
79	57	43
122	100	79
138	117	96
134	118	95
147	135	119
125	109	93
120	103	85
128	119	102
104	88	72
68	50	38
61	47	34
62	46	31
71	58	41
84	73	51
85	73	49
72	55	37
65	46	32
67	50	32
81	61	34
92	72	37
108	89	47
69	83	47
55	90	48
116	111	20
200	163	10
217	176	8
217	174	0
217	171	0
210	165	2
208	162	4
215	172	8
199	156	2
194	147	7
189	153	7
133	98	4
60	35	5
41	25	12
43	30	11
43	31	9
45	29	13
42	31	13
35	28	10
34	29	10
29	27	12
21	23	10
18	21	12
14	17	10
11	11	9
8	10	9
9	9	9
8	8	8
9	9	9
8	10	9
9	9	9
12	10	11
12	10	11
9	11	10
10	10	10
9	9	9
14	13	11
60	57	52
85	80	74
87	83	80
89	88	86
81	77	76
26	24	27
1	1	3
4	4	4
4	4	4
4	4	4
5	5	5
5	5	5
15	17	14
66	67	61
84	89	85
84	84	82
86	85	83
88	88	86
85	85	85
87	83	84
86	86	84
84	84	84
84	84	84
86	86	86
90	89	87
90	89	87
83	83	81
85	84	82
87	86	84
86	86	86
87	85	86
88	84	83
95	96	91
17	17	17
4	4	4
8	8	8
6	6	6
3	3	3
5	5	7
6	8	7
7	9	8
10	10	10
12	12	14
12	12	12
13	15	12
21	26	20
6	8	7
3	3	3
5	3	4
5	3	4
6	6	6
17	19	18
30	32	31
26	28	27
19	21	20
17	19	18
14	16	15
5	5	7
4	4	4
6	6	6
4	4	4
5	5	5
6	6	6
10	10	10
9	9	9
15	15	13
29	28	24
41	40	35
43	46	39
45	46	41
47	43	40
49	48	44
43	45	42
44	45	39
43	44	38
44	45	40
46	47	42
45	46	41
41	42	37
43	43	41
43	42	40
36	38	33
35	36	31
34	35	30
35	36	31
33	34	29
34	35	30
35	36	31
33	32	30
16	17	12
6	6	4
10	10	10
8	8	8
10	10	10
21	21	19
23	23	21
5	5	3
4	4	4
5	5	5
4	4	4
3	3	3
10	10	10
22	22	22
15	15	15
8	8	8
6	6	6
12	12	10
15	15	13
17	19	18
17	19	16
27	29	24
31	32	26
27	28	23
39	35	32
50	52	41
57	61	46
70	72	51
72	70	47
79	67	45
85	62	46
112	89	73
121	112	95
124	117	98
112	100	84
96	80	64
115	97	77
121	98	80
130	113	93
121	105	80
100	81	64
92	73	58
101	72	56
132	102	78
154	133	106
152	131	110
145	127	105
142	127	98
131	110	91
134	117	97
139	115	91
144	120	94
148	128	104
118	95	79
108	77	59
137	117	84
133	107	84
114	92	69
99	72	53
138	112	87
150	123	94
153	122	101
154	122	101
164	132	111
160	132	111
149	121	100
145	115	91
142	115	86
123	93	67
109	73	49
109	74	46
133	104	72
140	111	79
141	107	80
154	123	102
146	114	93
141	111	83
147	117	81
156	120	88
180	145	125
188	159	143
172	146	121
132	106	81
98	63	44
81	48	33
101	74	63
137	109	95
130	97	78
136	101	79
129	102	73
107	77	51
111	78	63
138	101	83
150	105	82
167	121	106
213	187	170
199	176	160
190	153	135
180	147	130
149	128	111
109	83	68
95	69	56
65	48	38
56	41	34
65	47	37
80	57	43
92	59	42
139	101	80
144	117	90
122	92	68
112	74	51
108	72	46
108	68	42
119	75	46
134	86	64
170	128	112
190	162	141
162	124	103
172	125	105
191	151	126
186	151	123
192	150	125
196	159	133
205	173	148
180	151	121
147	107	81
160	117	98
157	122	102
139	103	79
138	104	77
160	129	101
168	141	112
160	132	108
146	115	94
128	97	76
134	104	80
134	112	89
127	108	91
114	93	76
108	91	73
124	110	101
124	106	96
136	118	104
147	127	118
142	122	115
131	115	100
129	116	100
118	104	91
87	71	56
73	59	46
64	47	37
76	54	41
124	103	84
142	124	102
137	116	99
145	132	115
122	111	91
121	104	86
131	126	107
102	88	75
66	48	34
63	44	30
63	44	30
65	48	32
85	68	50
91	74	56
87	68	54
82	63	46
73	50	34
80	53	32
94	70	36
112	93	53
90	82	43
59	75	36
96	97	29
173	139	3
203	157	1
203	157	0
203	161	1
200	155	0
206	160	4
216	169	3
195	151	3
180	133	1
162	123	2
92	64	1
45	28	8
39	26	10
44	29	10
46	31	8
44	34	9
42	36	12
37	32	10
30	29	11
23	25	12
19	22	13
17	18	12
13	14	9
10	10	8
8	8	6
8	8	8
9	9	9
7	7	7
9	9	9
8	8	6
11	11	9
12	12	12
11	11	11
11	11	11
9	9	9
17	16	14
65	64	60
84	84	82
78	78	76
89	88	83
91	88	83
71	66	70
18	16	19
1	1	1
3	3	3
4	4	4
5	5	7
5	5	5
11	13	10
67	70	63
86	86	84
86	86	88
87	85	88
86	84	85
85	83	84
85	83	84
86	84	87
85	84	82
84	82	83
93	92	90
89	90	85
86	86	84
87	83	84
83	82	80
85	86	81
86	86	84
88	88	86
88	87	85
92	91	87
16	16	18
1	1	3
4	4	6
4	4	4
6	5	3
5	5	3
4	4	2
7	7	7
10	10	8
14	14	14
10	12	11
10	12	9
13	15	14
7	8	10
3	3	5
5	3	4
3	3	3
5	5	5
27	25	26
35	33	34
27	25	26
20	18	19
19	17	18
24	24	24
20	22	21
4	4	4
4	4	2
2	2	2
2	2	2
3	3	3
7	7	7
10	10	8
14	14	12
28	27	23
39	38	33
44	45	40
43	44	39
46	45	41
46	45	41
45	46	41
44	45	40
44	45	40
44	45	40
45	46	41
44	45	39
42	43	38
43	44	39
42	43	38
37	38	33
36	37	32
35	36	31
35	36	31
33	34	29
33	34	29
34	35	30
35	34	30
19	19	17
8	8	8
9	9	11
10	10	12
13	13	13
15	15	15
13	13	13
5	5	5
2	2	2
3	3	3
3	3	3
3	3	3
7	7	7
11	11	11
7	7	7
6	6	6
10	10	10
18	18	16
21	21	19
19	19	19
16	18	15
21	23	18
31	32	27
32	33	28
56	51	47
63	58	52
72	70	58
74	68	54
75	66	49
84	69	50
88	65	47
118	99	82
121	114	98
121	116	96
97	84	65
105	87	67
119	101	79
120	103	83
126	111	90
109	89	65
104	82	58
91	73	53
107	82	60
136	112	84
149	129	104
148	126	105
150	125	105
140	117	99
126	108	88
135	113	90
139	113	88
146	120	95
147	125	102
117	101	78
101	72	54
135	104	84
135	111	87
116	91	69
108	77	59
141	113	91
167	137	113
159	127	106
164	129	109
167	136	116
156	130	107
155	125	99
148	114	89
143	112	84
124	94	66
119	88	60
119	88	59
134	108	73
141	111	77
146	112	87
151	123	101
148	114	89
152	117	87
153	120	85
159	122	93
178	143	121
192	166	151
172	143	127
138	103	83
113	75	54
92	59	42
114	92	79
131	113	99
132	107	87
138	112	85
120	95	65
113	77	55
140	96	85
166	131	112
171	126	107
204	162	150
222	200	186
204	177	158
189	158	138
175	149	132
134	115	98
110	92	72
101	85	69
66	52	39
67	47	36
75	56	41
88	62	49
119	88	70
150	126	98
127	100	71
123	88	66
125	87	66
127	83	58
138	96	72
147	101	77
158	116	92
185	155	131
167	129	108
178	127	108
198	160	139
200	164	142
196	154	132
200	153	133
195	160	138
173	141	116
151	109	87
168	127	107
170	139	118
140	104	80
134	92	70
148	113	91
175	149	126
169	143	120
161	133	112
151	120	100
133	102	81
141	110	89
136	110	87
133	111	90
116	94	73
96	79	59
115	103	87
112	100	86
134	118	103
147	129	119
135	121	118
125	107	97
140	123	115
129	110	104
95	75	66
82	66	53
65	48	38
74	54	43
123	105	83
141	123	101
137	118	101
132	119	103
117	105	89
122	106	90
129	122	104
100	89	71
68	49	35
63	43	32
62	42	31
64	46	32
74	61	44
90	79	61
87	75	59
85	74	54
75	52	34
80	49	29
93	63	35
108	82	45
121	99	58
95	89	53
85	90	34
127	112	19
155	120	0
155	119	0
152	112	1
170	121	2
207	163	6
215	172	5
192	150	2
184	144	10
126	90	4
57	29	5
40	26	15
41	28	9
46	31	10
46	31	8
43	33	8
42	36	12
34	31	12
27	25	12
20	22	11
17	18	10
14	15	9
11	12	7
9	9	7
8	8	8
8	8	8
8	8	8
8	8	8
8	8	8
8	8	6
10	10	8
10	10	10
10	10	10
10	12	11
9	9	9
22	21	17
72	69	64
84	80	77
82	78	75
85	84	79
86	85	81
84	84	82
65	64	62
28	27	25
5	4	2
2	2	2
3	4	6
4	6	5
16	18	15
75	74	69
86	85	83
88	86	87
90	86	87
85	84	82
86	85	83
82	82	82
82	82	82
86	82	81
88	84	85
95	93	94
90	90	90
85	85	83
85	84	82
82	82	80
82	84	81
87	87	85
88	88	88
85	83	84
92	90	91
20	20	18
0	0	0
7	7	7
13	14	9
20	19	14
23	23	15
19	18	13
14	13	11
10	10	10
18	18	18
10	12	11
7	9	8
7	9	8
7	8	10
7	7	9
5	3	4
6	6	6
14	14	14
28	26	27
40	40	40
74	76	75
30	32	31
17	19	18
25	25	25
18	20	19
2	4	3
4	4	4
4	4	4
2	2	2
3	3	3
9	9	9
10	10	8
15	15	13
27	26	22
38	37	32
45	44	40
45	46	41
47	48	43
44	45	39
44	45	39
45	44	40
46	45	41
45	44	40
45	44	40
44	45	39
45	46	40
43	44	38
42	43	38
37	38	32
33	34	29
35	36	31
34	35	30
32	33	28
34	35	30
34	35	30
36	35	31
20	20	18
7	7	7
9	9	9
9	9	11
9	9	9
8	8	8
8	8	8
4	4	4
2	2	4
2	2	2
2	2	2
1	1	1
3	3	3
7	7	7
10	10	10
11	11	11
11	11	11
15	15	13
18	18	16
18	18	18
15	15	15
17	17	15
24	25	20
35	36	31
46	45	41
62	57	51
83	77	65
71	62	45
81	66	47
88	67	46
97	72	52
127	110	90
124	115	98
118	111	92
91	79	57
110	93	67
108	91	65
121	106	83
124	108	85
118	94	68
110	86	58
97	72	52
111	84	63
139	115	89
153	132	111
144	119	97
154	130	104
138	117	96
127	108	91
141	117	93
148	123	93
146	122	96
136	118	96
124	109	88
106	75	57
125	92	73
135	113	89
119	93	70
110	75	56
151	121	95
167	137	109
165	130	108
168	133	111
161	133	111
163	135	113
154	127	100
151	121	93
142	115	85
127	101	68
128	97	68
135	101	74
143	114	84
152	117	87
149	117	94
152	124	102
151	114	88
166	127	96
162	132	98
160	125	97
180	142	121
200	171	157
180	147	138
144	107	89
123	91	66
100	73	52
111	83	69
136	114	101
135	119	96
132	112	85
119	81	62
149	101	87
181	145	131
185	154	134
187	146	128
219	185	173
220	198	185
200	173	156
186	154	139
163	136	119
126	105	84
121	103	79
95	77	57
77	55	41
78	56	43
90	64	47
104	75	57
141	116	96
137	115	92
137	106	85
144	108	86
148	106	84
163	127	101
174	133	113
167	119	97
178	147	119
165	127	106
176	123	105
206	161	140
206	169	150
206	167	152
206	165	145
196	166	142
169	135	110
153	107	84
170	134	108
169	138	117
154	122	99
138	101	72
136	95	67
156	120	96
184	158	135
170	148	125
159	133	110
148	116	93
138	103	81
139	109	85
132	108	84
130	105	83
118	93	73
95	69	52
100	83	67
103	91	75
121	111	99
139	135	123
136	126	117
119	97	86
147	133	122
135	122	113
99	81	69
85	69	53
69	53	38
76	58	44
115	98	82
139	121	101
133	118	99
126	110	95
119	106	90
110	97	80
115	104	84
97	85	63
67	49	35
58	40	28
64	46	34
65	49	36
68	52	37
90	77	61
86	73	57
86	71	50
84	63	42
80	54	31
87	59	35
100	71	37
133	111	70
128	112	78
81	81	45
75	75	37
76	58	22
69	49	16
72	42	8
139	95	6
206	168	7
213	172	6
193	148	3
185	146	7
107	70	2
43	19	9
32	24	11
34	27	8
34	27	11
36	27	10
36	29	13
36	30	16
28	26	13
20	20	10
17	18	12
15	16	11
11	12	7
9	9	7
8	8	8
7	7	7
8	8	8
8	8	8
8	8	8
7	7	7
9	9	9
9	9	9
9	9	9
10	10	10
8	9	11
9	9	9
26	25	21
76	71	67
87	79	76
88	83	80
88	84	81
85	84	82
86	85	83
88	84	83
82	76	76
51	45	45
28	24	23
15	14	12
19	18	16
51	47	44
83	82	78
86	85	83
87	85	86
86	84	85
85	84	82
86	84	85
85	83	86
84	82	85
84	82	83
91	90	88
93	93	93
